goodForGroups,city,state,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,caters
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Concord,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Dollard-des-Ormeaux,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Henderson,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Casa Grande,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Waterloo,ON,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Goodyear,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Gilbert,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Huntersville,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Champaign,IL,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Cave Creek,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Concord,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Paradise Valley,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Avondale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Pineville,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Sun City,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Chandler,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,TRUE
0,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,TRUE
1,Avondale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mint Hill,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montreal,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,North Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Surprise,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Henderson,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Queen Creek,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Kitchener,ON,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Glendale,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Gilbert,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Dollard-des-Ormeaux,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Sun Prairie,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Gilbert,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,North Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Gilbert,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Champaign,IL,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,El Mirage,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Glendale,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Peoria,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Kitchener,ON,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Matthews,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Sun Prairie,WI,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Concord,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Fort McDowell,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Anthem,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Edinburgh,MLN,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Matthews,NC,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
0,Fort Mill,SC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,North Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Edinburgh,MLN,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Cave Creek,AZ,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,FALSE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Henderson,NV,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Gilbert,AZ,TRUE,full_bar,average,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Glendale,AZ,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Fountain Hills,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,West Homestead,PA,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Montreal,QC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Surprise,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Goodyear,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Glendale,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Gilbert,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Mesa,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Fort Mill,SC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,FALSE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
1,Chandler,AZ,TRUE,full_bar,average,casual,2,FALSE,TRUE,TRUE
